#Word Types: 848
#Word Tokens: 1610415
#Search Hits: 0
608	35	щь
609	35	ю-
610	32	я-
611	31	мт
612	31	сз
613	31	тф
614	31	фл
615	31	фт
616	30	мч
617	30	сё
618	30	ё#
619	29	зз
620	29	лб
621	28	и-
622	26	рз
623	25	рр
624	25	ьщ
625	24	-а
626	24	бь
627	24	уф
628	23	вб
629	23	зъ
630	23	нф
631	22	иф
632	22	лд
633	22	нз
634	22	пш
635	21	-г
636	21	-м
637	21	-р
638	21	кк
639	21	тщ
640	21	уэ
641	21	юм
642	20	-д
643	20	зт
644	20	тб
645	19	пц
646	19	юл
647	18	жж
648	17	кш
649	17	нб
650	17	тм
651	17	тх
652	16	#-
653	16	сг
654	16	т-
655	16	юх
656	15	кж
657	15	мц
658	15	фс
659	15	хш
660	14	-б
661	14	-л
662	14	дж
663	14	р-
664	14	ь-
665	14	юп
666	13	бт
667	13	вщ
668	13	иу
669	13	мб
670	12	-ж
671	12	бш
672	12	рф
673	12	сф
674	12	цц
675	12	ьо
676	11	аа
677	11	зш
678	11	щ#
679	11	ъю
680	10	бц
681	10	бч
682	10	гв
683	10	гт
684	10	дю
685	10	хт
686	10	шп
687	9	-о
688	9	гш
689	9	жг
690	9	тг
691	9	ыу
692	8	-у
693	8	-ч
694	8	в-
695	8	г-
696	8	еф
697	8	кц
698	8	фы
699	8	х-
700	8	чм
701	8	шм
702	8	щр
703	8	ыи
704	8	юц
705	7	ао
706	7	бю
707	7	въ
708	7	дг
709	7	зю
710	7	йф
711	7	лф
712	7	мш
713	7	н-
714	7	нв
715	7	тж
716	7	фф
717	7	эр
718	6	-и
719	6	-х
720	6	бг
721	6	бж
722	6	жл
723	6	зц
724	6	кд
725	6	лш
726	6	пю
727	6	уц
728	6	ы-
729	5	л-
730	5	лв
731	5	лз
732	5	мщ
733	5	нж
734	5	уо
735	5	чв
736	5	эз
737	5	эп
738	5	юв
739	5	юг
740	4	-ш
741	4	вю
742	4	жм
743	4	кз
744	4	оа
745	4	пс
746	4	с-
747	4	уи
748	4	фм
749	4	ц-
750	4	шц
751	4	шю
752	4	ьэ
753	4	эг
754	4	эс
755	4	юк
756	3	-е
757	3	-э
758	3	-ю
759	3	-я
760	3	а
761	3	б-
762	3	бз
763	3	гю
764	3	йо
765	3	мз
766	3	мю
767	3	сщ
768	3	сэ
769	3	тз
770	3	що
771	3	ьп
772	3	эй
773	3	эф
774	3	юж
775	3	юз
776	3	юф
777	2	#й
778	2	-й
779	2	бб
780	2	вж
781	2	гф
782	2	йб
783	2	кх
784	2	мв
785	2	нш
786	2	п
787	2	п-
788	2	тэ
789	2	фн
790	2	фю
791	2	фя
792	2	хг
793	2	цм
794	2	ш-
795	2	шр
796	2	шш
797	2	ьх
798	2	э#
799	2	эд
800	2	эм
801	2	юи
802	1	#ё
803	1	-ц
804	1	аэ
805	1	в
806	1	гз
807	1	гм
808	1	д-
809	1	дз
810	1	дщ
811	1	е
812	1	жр
813	1	жц
814	1	йе
815	1	йз
816	1	йр
817	1	йщ
818	1	кф
819	1	лм
820	1	лц
821	1	лщ
822	1	лё
823	1	мж
824	1	мф
825	1	нм
826	1	пф
827	1	пщ
828	1	тш
829	1	уу
830	1	фч
831	1	хд
832	1	хп
833	1	хч
834	1	хъ
835	1	цб
836	1	ч-
837	1	чё
838	1	ыц
839	1	ыщ
840	1	ыя
841	1	ьж
842	1	эш
843	1	юа
844	1	юй
845	1	яу
846	1	ёк
847	1	ён
848	1	ёт
